GeneSymbol,Subcellular_location
ZNF160,Nucleus
GJB5,Cell membrane
METTL5,Nucleus
DNTTIP1,Nucleus
RARA,Nucleus
TAF6,Nucleus
H2AC18,Nucleus
NFS1,Cytoplasm
ZNF665,Nucleus
SPART,Cytoplasm
CLTRN,Cell membrane
MAP2,Cytoplasm
RBM27,Cytoplasm
KLHL3,Cytoplasm
CD177,Cell membrane
OR4F6,Cell membrane
TARDBP,Nucleus
KLRG1,Cell membrane
FAT1,Nucleus
NUDT12,Cytoplasm
RAB2B,Cell membrane
AMIGO2,Cell membrane
ZNF799,Nucleus
SNAI1,Nucleus
TFCP2,Nucleus
SEPTIN3,Cytoplasm
DAZ2,Cytoplasm
URB2,Nucleus
CCDC172,Cytoplasm
PHLPP2,Cytoplasm
SESN2,Cytoplasm
NEK7,Nucleus
ATP8B1,Cell membrane
C2CD3,Cytoplasm
RBM20,Nucleus
ZNF829,Nucleus
EML3,Cytoplasm
LY6D,Cell membrane
ENTR1,Cytoplasm
ARHGAP5,Cytoplasm
RRM1,Cytoplasm
RARB,Cytoplasm
MYCBPAP,Cytoplasm
OR6B2,Cell membrane
SMURF1,Cytoplasm
CCSAP,Cytoplasm
KLB,Cell membrane
IL15,Cytoplasm
HIVEP2,Nucleus
ZNF696,Nucleus
FZD9,Cell membrane
MARCKSL1,Cytoplasm
PIERCE1,Cytoplasm
TLR4,Cell membrane
TEAD1,Nucleus
CADM3,Cell membrane
SMARCAL1,Nucleus
NPM1,Nucleus
PARP14,Nucleus
DNAJB6,Cytoplasm
TADA2A,Nucleus
FARP1,Cell membrane
RGS2,Cell membrane
FAM47E,Nucleus
OR5T2,Cell membrane
RIT2,Nucleus
TNIP2,Cytoplasm
ZNF302,Nucleus
PSMB9,Cytoplasm
ZNF648,Nucleus
ERCC2,Nucleus
SET,Cytoplasm
SNRNP25,Nucleus
PCDHB15,Cell membrane
SDCCAG8,Cytoplasm
PSMC4,Cytoplasm
ADARB1,Nucleus
ADIRF,Nucleus
EN2,Nucleus
NOL12,Nucleus
TADA1,Nucleus
GPR19,Cell membrane
ABLIM2,Cytoplasm
CCT6B,Cytoplasm
MLH3,Nucleus
U2AF2,Nucleus
EGLN1,Cytoplasm
ZCRB1,Nucleus
TRIM23,Cytoplasm
MAZ,Nucleus
OR1D5,Cell membrane
DDX60,Cytoplasm
BDH2,Cytoplasm
RIPK3,Cytoplasm
MCRS1,Nucleus
MCOLN2,Cell membrane
SMARCD1,Nucleus
GJB2,Cell membrane
ANKRD1,Nucleus
ACVR2B,Cell membrane
CDKN1A,Cytoplasm
SNRPN,Nucleus
LYPD2,Cell membrane
SDAD1,Nucleus
FIGNL1,Nucleus
ZNF362,Nucleus
OR12D2,Cell membrane
CHD4,Nucleus
RABGEF1,Cytoplasm
PRKCE,Cytoplasm
TWF1,Cytoplasm
SMARCC2,Nucleus
TRIM65,Cytoplasm
GPRC5C,Cell membrane
JAZF1,Nucleus
CBX2,Nucleus
LBH,Nucleus
ADGRE2,Cell membrane
UBAC1,Cytoplasm
ST13,Cytoplasm
DMP1,Nucleus
IL23R,Cell membrane
RRAS2,Cell membrane
EXOC5,Cytoplasm
BABAM2,Cytoplasm
EPB41L4A,Cytoplasm
OR6B1,Cell membrane
AASDHPPT,Cytoplasm
SRSF6,Nucleus
UTP18,Nucleus
VCPIP1,Nucleus
ZNF148,Nucleus
SURF6,Nucleus
OR2L2,Cell membrane
GPCPD1,Cytoplasm
IRAK1BP1,Cytoplasm
RHOA,Cell membrane
RPL18,Cytoplasm
FOLR1,Cell membrane
SREK1,Nucleus
PDLIM3,Cytoplasm
RBM14,Nucleus
ACVR1B,Cell membrane
PTGIR,Cell membrane
NPAS3,Nucleus
P2RX7,Cell membrane
ATOH7,Nucleus
RHOJ,Cell membrane
XPOT,Nucleus
OR10G4,Cell membrane
ITGB1,Cell membrane
MAFF,Nucleus
TRBC1,Cell membrane
STAP1,Nucleus
IRF2BP2,Cytoplasm
TAF1A,Nucleus
FARSA,Cytoplasm
POLH,Nucleus
UCHL5,Cytoplasm
OR51F1,Cell membrane
LDOC1,Nucleus
THEMIS,Cytoplasm
MARVELD1,Cell membrane
EPHA2,Cell membrane
CPD,Cell membrane
FAM111A,Nucleus
VPS35,Cytoplasm
CCDC28B,Cytoplasm
ZBTB7A,Nucleus
EEF1AKMT1,Cytoplasm
TREX1,Nucleus
CHD1,Nucleus
KIFC2,Cytoplasm
TGM6,Cytoplasm
ULK3,Cytoplasm
RNF157,Cytoplasm
FPR1,Cell membrane
ABHD14A,Cytoplasm
MAP4,Cytoplasm
DPP3,Cytoplasm
ZCWPW1,Nucleus
RIMS2,Cell membrane
ZBTB41,Nucleus
KDM6A,Nucleus
GYPA,Cell membrane
NOP58,Nucleus
NISCH,Cell membrane
FANCE,Nucleus
DFFA,Cytoplasm
SDR9C7,Cytoplasm
SLC39A14,Cell membrane
SEPTIN12,Cytoplasm
CIRBP,Nucleus
SLC4A1,Cell membrane
GATM,Cytoplasm
DBX2,Nucleus
GPR85,Cell membrane
HSF1,Nucleus
ODF2,Cytoplasm
EFTUD2,Nucleus
ZNF280B,Nucleus
OR8B3,Cell membrane
ZNF514,Nucleus
KIF16B,Cytoplasm
PCDHB12,Cell membrane
FAN1,Nucleus
GSC2,Nucleus
BRPF1,Nucleus
KCNS3,Cell membrane
TMSB4X,Cytoplasm
MED15,Cytoplasm
RPS29,Cytoplasm
ZNF780A,Nucleus
CNTRL,Cytoplasm
RAD51C,Nucleus
ASB8,Cytoplasm
LAIR1,Cell membrane
ZNF530,Nucleus
SALL1,Nucleus
GLP1R,Cell membrane
HNRNPUL2,Nucleus
OR6M1,Cell membrane
OR2A12,Cell membrane
CCDC50,Cytoplasm
ZNF589,Nucleus
RIC8B,Cytoplasm
KCNC3,Cell membrane
MEX3C,Cytoplasm
ZBTB25,Nucleus
OR1J2,Cell membrane
ABCB1,Cell membrane
UNC79,Cell membrane
SPINDOC,Nucleus
SUPT4H1,Nucleus
ZNF776,Nucleus
ZFYVE9,Cytoplasm
NT5C2,Cytoplasm
PSMB3,Cytoplasm
CD3G,Cell membrane
PAQR6,Cell membrane
CD320,Cell membrane
EBF1,Nucleus
ZBTB42,Cytoplasm
CREBBP,Cytoplasm
SMARCAD1,Nucleus
H2BC9,Nucleus
ZNF138,Nucleus
PRDM2,Nucleus
RAP2C,Cytoplasm
POLD3,Cytoplasm
SNAP25,Cytoplasm
FAM118B,Nucleus
SCRT1,Nucleus
LCP2,Cytoplasm
CDH15,Cell membrane
ID1,Cytoplasm
NSMF,Nucleus
TMEM161B,Cell membrane
AHCYL2,Cytoplasm
MYO7B,Cytoplasm
SLC7A6,Cell membrane
NALCN,Cell membrane
SYNJ1,Cytoplasm
TRPM5,Cell membrane
RIN1,Cytoplasm
HOXC6,Nucleus
SIRPB1,Cell membrane
COTL1,Cytoplasm
EXOC3,Cytoplasm
ZNF17,Nucleus
OAZ2,Nucleus
STK17B,Nucleus
MIER2,Nucleus
TAF1,Nucleus
BAZ2A,Nucleus
ZW10,Cytoplasm
SAXO1,Cytoplasm
OR8U1,Cell membrane
FBF1,Cytoplasm
MCM8,Nucleus
CASP7,Cytoplasm
CDH4,Cell membrane
GTF2IRD2,Nucleus
HDAC5,Nucleus
ANO9,Cell membrane
PCDHGC4,Cell membrane
RUNX1,Nucleus
TRAF4,Cytoplasm
SHARPIN,Cytoplasm
ATG4C,Cytoplasm
PSMB11,Cytoplasm
R3HDM2,Nucleus
S100A3,Cytoplasm
POLR1A,Nucleus
RIBC2,Cytoplasm
HIRIP3,Nucleus
FANCL,Cytoplasm
MOCS3,Cytoplasm
EPHA8,Cell membrane
ZNF385B,Nucleus
SMIM23,Cell membrane
ZMAT4,Nucleus
CHRM2,Cell membrane
KLF12,Nucleus
AICDA,Nucleus
ODAD3,Cytoplasm
RIPOR2,Cytoplasm
USP17L18,Nucleus
FRG2,Nucleus
EBF3,Nucleus
PDGFC,Cytoplasm
EXOSC1,Nucleus
INTS13,Nucleus
ADARB2,Nucleus
CAPN7,Nucleus
ZNF567,Nucleus
GAS8,Cytoplasm
EMX2,Nucleus
ILRUN,Cytoplasm
ARHGEF16,Cytoplasm
ZNF628,Nucleus
CHAMP1,Nucleus
AHR,Cytoplasm
ZAR1L,Cytoplasm
CDC42BPA,Cytoplasm
ZNF786,Nucleus
CYTH1,Cell membrane
GTF3C3,Nucleus
ANKRD28,Nucleus
MESP2,Nucleus
LLGL2,Cytoplasm
DDX47,Nucleus
MBP,Nucleus
ZNF142,Nucleus
PSMC3,Cytoplasm
ABRA,Cytoplasm
OVOL2,Nucleus
TRIM38,Cytoplasm
RPS6,Cytoplasm
PRKAA2,Cytoplasm
PCMT1,Cytoplasm
USP48,Cytoplasm
DOK3,Cytoplasm
TRIM62,Cytoplasm
KAT8,Nucleus
SMPD2,Cell membrane
MAPK8IP3,Cytoplasm
ASIC3,Cell membrane
PARL,Nucleus
MDGA1,Cell membrane
THRAP3,Nucleus
CBS,Cytoplasm
PIAS4,Nucleus
METTL14,Nucleus
PDE6D,Cytoplasm
ABLIM3,Cytoplasm
ZFHX4,Nucleus
INPP5J,Cytoplasm
HAUS1,Cytoplasm
POU6F1,Nucleus
OR5D14,Cell membrane
UPF1,Cytoplasm
USP21,Cytoplasm
NCOR2,Nucleus
PCGF5,Nucleus
CARD10,Cytoplasm
OR10AD1,Cell membrane
OR5AL1,Cell membrane
GAS1,Cell membrane
EIF5AL1,Cytoplasm
APEX2,Nucleus
TP53RK,Cytoplasm
PSRC1,Cytoplasm
MYOCD,Nucleus
ZNF584,Nucleus
METTL18,Cytoplasm
CERT1,Cytoplasm
NACAD,Cytoplasm
CEP70,Cytoplasm
ZSCAN21,Nucleus
OR5H2,Cell membrane
RECQL,Nucleus
EIF1AY,Cytoplasm
APIP,Cytoplasm
POC5,Cytoplasm
ZNF318,Nucleus
GJB4,Cell membrane
H2AC16,Nucleus
RIMKLB,Cytoplasm
HELZ2,Nucleus
OTX1,Nucleus
STON1,Cytoplasm
TSSK1B,Cytoplasm
PKN1,Cytoplasm
CACNG4,Cell membrane
OR7G1,Cell membrane
ZNF620,Nucleus
SAP18,Nucleus
TNP2,Nucleus
PALD1,Cytoplasm
XCR1,Cell membrane
GTF2H2C,Nucleus
ZNF639,Nucleus
ANKRD2,Cytoplasm
MYNN,Nucleus
STIP1,Cytoplasm
ZBED6,Nucleus
PRAC2,Nucleus
NLGN4X,Cell membrane
FSBP,Nucleus
NMUR1,Cell membrane
OR6C1,Cell membrane
EID3,Nucleus
PNP,Cytoplasm
GNAI2,Cytoplasm
PCGF1,Nucleus
KPNB1,Cytoplasm
TMSB15A,Cytoplasm
RNF31,Cytoplasm
YLPM1,Nucleus
WNK3,Cytoplasm
EYA1,Cytoplasm
EPG5,Cytoplasm
BIN1,Cytoplasm
GSTA2,Cytoplasm
TTLL11,Cytoplasm
RPL13A,Cytoplasm
METAP1,Cytoplasm
PHEX,Cell membrane
SNAI2,Nucleus
PITPNC1,Cytoplasm
OR51M1,Cell membrane
DTNB,Cytoplasm
NBN,Nucleus
CARD14,Cytoplasm
ZNF71,Nucleus
SOX1,Nucleus
SLC6A13,Cell membrane
COPB2,Cytoplasm
TTC23L,Cytoplasm
ZKSCAN7,Nucleus
YES1,Cell membrane
ASXL1,Nucleus
NAE1,Cell membrane
DGKH,Cytoplasm
ZFP36,Nucleus
HOXD4,Nucleus
SGCA,Cell membrane
OR9I1,Cell membrane
MED12L,Nucleus
ABCC8,Cell membrane
SULT1A4,Cytoplasm
TRIM66,Nucleus
MED30,Nucleus
IFI35,Cytoplasm
S1PR2,Cell membrane
CENPP,Nucleus
CCNK,Nucleus
MYO1G,Cell membrane
GPRC5A,Cell membrane
NCCRP1,Cytoplasm
OR14A2,Cell membrane
DRAP1,Nucleus
ZNF207,Nucleus
FERMT1,Cytoplasm
LIN54,Nucleus
APOBEC3A,Nucleus
DUSP10,Cytoplasm
CABLES1,Nucleus
ETV5,Nucleus
CSNK1A1,Cytoplasm
PTHLH,Cytoplasm
KCNAB3,Cytoplasm
SLC38A5,Cell membrane
RIPPLY2,Nucleus
TDRD3,Cytoplasm
FBXL7,Cytoplasm
HR,Nucleus
GZF1,Cytoplasm
EPHA5,Cell membrane
OPN4,Cell membrane
RNF126,Cytoplasm
OR2F2,Cell membrane
SLC26A1,Cell membrane
OR8H2,Cell membrane
NCBP3,Nucleus
EFNB1,Nucleus
ELOB,Nucleus
POLD1,Nucleus
TRAK2,Cytoplasm
USP17L21,Nucleus
FCHSD2,Cytoplasm
USP16,Nucleus
HOXB3,Nucleus
DERA,Cytoplasm
AKIP1,Nucleus
CCR2,Cell membrane
PDPN,Cytoplasm
RPA3,Nucleus
CXCR1,Cell membrane
MZT2A,Cytoplasm
ZNF324B,Nucleus
RAMAC,Nucleus
TRAPPC2L,Cytoplasm
COPE,Cytoplasm
DDX23,Nucleus
OR52N5,Cell membrane
NOTCH1,Nucleus
RIOX2,Nucleus
CMTM6,Cell membrane
SLC4A3,Cell membrane
MKX,Nucleus
MUC1,Cell membrane
TTLL12,Cytoplasm
CACNA1G,Cell membrane
SYMPK,Cytoplasm
RAB34,Nucleus
SUPT20H,Nucleus
OR1L6,Cell membrane
TERF2,Nucleus
BAIAP2,Cytoplasm
ARHGEF18,Cytoplasm
MCPH1,Cytoplasm
SPOPL,Nucleus
SNRPD3,Cytoplasm
GEMIN2,Nucleus
DCHS1,Cell membrane
KATNIP,Cytoplasm
SNAPC1,Nucleus
GSTT2,Cytoplasm
PELP1,Nucleus
PNRC1,Nucleus
LY6G6F,Cell membrane
TULP4,Cytoplasm
SMAD7,Nucleus
ZNG1C,Nucleus
OR5B2,Cell membrane
DDX19A,Cytoplasm
OR2T2,Cell membrane
NAA20,Cytoplasm
OR6Q1,Cell membrane
RHPN2,Cytoplasm
TALDO1,Cytoplasm
PYGO1,Nucleus
MICA,Cell membrane
OR2M5,Cell membrane
MYCL,Nucleus
HOXD10,Nucleus
SNIP1,Nucleus
F13A1,Cytoplasm
HSPA14,Cytoplasm
PRM2,Nucleus
EEF1AKMT3,Cytoplasm
STRIP2,Cytoplasm
RPL36AL,Cytoplasm
ZNF202,Nucleus
IGSF11,Cell membrane
PER2,Nucleus
PTGER1,Cell membrane
SLC26A5,Cell membrane
STK11IP,Cytoplasm
SYCE2,Nucleus
USP17L7,Nucleus
HOXA1,Nucleus
GPR26,Cell membrane
MPHOSPH9,Cytoplasm
TUBA1A,Cytoplasm
NLRP12,Cytoplasm
EOMES,Nucleus
PHLDA3,Cytoplasm
FTSJ1,Cytoplasm
C3AR1,Cell membrane
SLC35G2,Cell membrane
ARIH1,Cytoplasm
MICAL2,Nucleus
TSPY3,Cytoplasm
GNAO1,Cell membrane
CSF3R,Cell membrane
STX19,Cell membrane
ATG4B,Cytoplasm
SLC43A2,Cell membrane
MYL2,Cytoplasm
TRIM72,Cell membrane
SRSF7,Nucleus
OR5P3,Cell membrane
SIMC1,Cytoplasm
H2BW2,Nucleus
HMGXB4,Nucleus
PAWR,Cytoplasm
CDH13,Cell membrane
SGCE,Cell membrane
ZNF532,Nucleus
SFR1,Nucleus
USP28,Nucleus
RXFP2,Cell membrane
RORA,Nucleus
SLC47A1,Cell membrane
CASS4,Cytoplasm
SQSTM1,Cytoplasm
LITAF,Cytoplasm
RPS6KA5,Nucleus
SLC15A2,Cell membrane
OR51L1,Cell membrane
KAT2B,Nucleus
GPR84,Cell membrane
NCL,Nucleus
UBD,Nucleus
JRK,Nucleus
CASC3,Cytoplasm
PLEC,Cytoplasm
CCHCR1,Cytoplasm
RPS15,Cytoplasm
IREB2,Cytoplasm
GYPB,Cell membrane
SLCO6A1,Cell membrane
S1PR5,Cell membrane
FOXP2,Nucleus
USP4,Cytoplasm
LMOD1,Cytoplasm
POLR2D,Nucleus
STAP2,Cytoplasm
FUBP1,Nucleus
HLA-C,Cell membrane
CDC123,Cytoplasm
ESCO1,Nucleus
PDS5B,Nucleus
IGF2BP3,Nucleus
ZEB2,Nucleus
OR2L5,Cell membrane
GMPPB,Cytoplasm
KIFC1,Nucleus
YBEY,Nucleus
RBMY1E,Nucleus
PRPF39,Nucleus
RFPL3,Cytoplasm
JPH3,Cell membrane
CAMK4,Cytoplasm
BIRC5,Cytoplasm
FAM83A,Cytoplasm
ZRANB2,Nucleus
ESPN,Cytoplasm
NCDN,Cytoplasm
ZNF479,Nucleus
ZNF503,Nucleus
RAPGEF2,Cytoplasm
NFKBIE,Cytoplasm
NBDY,Cytoplasm
EEF1A2,Nucleus
EFR3A,Cell membrane
PGBD3,Nucleus
DIS3,Cytoplasm
KATNAL1,Cytoplasm
NT5C1B,Cytoplasm
H2BC4,Nucleus
BICDL1,Cytoplasm
ZNF561,Nucleus
OR9Q1,Cell membrane
G3BP2,Cytoplasm
RRS1,Nucleus
PPP1R14D,Cytoplasm
FFAR4,Cell membrane
SPSB2,Cytoplasm
MCM10,Nucleus
EPB41L1,Cytoplasm
ANKRD37,Nucleus
NME7,Cytoplasm
H2AC6,Nucleus
SERINC5,Cytoplasm
OR4D11,Cell membrane
OR4Q2,Cell membrane
KIR2DS4,Cell membrane
PARP9,Cytoplasm
EWSR1,Nucleus
CUL7,Cytoplasm
FUBP3,Nucleus
PTPN12,Cytoplasm
NUP58,Nucleus
OR4C13,Cell membrane
ZNF470,Nucleus
NR6A1,Nucleus
ZC3HAV1,Cytoplasm
HMGN2,Nucleus
TNFRSF17,Cell membrane
CNOT9,Nucleus
ASAH1,Nucleus
PSMC3IP,Nucleus
MRI1,Nucleus
OR7G3,Cell membrane
CCP110,Cytoplasm
CIAO2A,Cytoplasm
CD36,Cell membrane
CASP6,Cytoplasm
ANO8,Cell membrane
MED26,Nucleus
TRPM1,Cell membrane
DZIP1L,Cytoplasm
ISG20,Nucleus
AQP3,Cell membrane
MLLT6,Nucleus
GLRX3,Cytoplasm
ZNF649,Nucleus
SF3B4,Nucleus
POLR3F,Nucleus
SARS1,Cytoplasm
OR5M9,Cell membrane
ECSCR,Cell membrane
OR4F17,Cell membrane
TTC12,Cytoplasm
LPAR4,Cell membrane
CAVIN4,Cytoplasm
IFITM5,Cell membrane
CACNA1A,Cell membrane
ELOF1,Nucleus
ZNF136,Nucleus
RIGI,Cytoplasm
PARP4,Cytoplasm
POP4,Nucleus
SNAPC5,Nucleus
NGRN,Nucleus
BMI1,Nucleus
TBC1D3F,Cell membrane
SSBP3,Nucleus
NFE2L3,Nucleus
ZFYVE19,Cytoplasm
AKR1C2,Cytoplasm
ZFP37,Nucleus
GTF2I,Cytoplasm
TCF19,Nucleus
OIP5,Nucleus
OR4M1,Cell membrane
RFC4,Nucleus
GLIS3,Nucleus
TNRC6A,Cytoplasm
DLGAP1,Cell membrane
AGO4,Cytoplasm
OSCAR,Cell membrane
CALML6,Cytoplasm
PPAN,Nucleus
CABYR,Nucleus
MPHOSPH6,Nucleus
GEMIN8,Nucleus
EVI5,Nucleus
RBM5,Nucleus
GDI2,Cytoplasm
PCDHAC2,Cell membrane
EFNA5,Cell membrane
NKIRAS1,Cytoplasm
MAP2K4,Cytoplasm
COPS8,Cytoplasm
OR2T27,Cell membrane
SCHIP1,Cytoplasm
CIBAR2,Cytoplasm
IGBP1,Cytoplasm
NET1,Cytoplasm
SPATA18,Cytoplasm
TMPRSS5,Cell membrane
KCNIP3,Cytoplasm
ZNF816,Nucleus
SIPA1L1,Cytoplasm
CCNP,Nucleus
DIDO1,Cytoplasm
TSPYL1,Nucleus
CDKN1B,Nucleus
DR1,Nucleus
ACTN1,Cytoplasm
MID2,Cytoplasm
CDK12,Nucleus
PLAA,Nucleus
GRM8,Cell membrane
HLA-DQB2,Cell membrane
CDH18,Cell membrane
MORC2,Nucleus
KAT6B,Nucleus
BRPF3,Nucleus
BBX,Nucleus
TSR1,Nucleus
OR13F1,Cell membrane
BTN3A2,Cell membrane
SLC24A4,Cell membrane
ZNF577,Nucleus
CPEB1,Cytoplasm
RFLNA,Cytoplasm
OR10V1,Cell membrane
HOXA13,Nucleus
AMER2,Cell membrane
NUB1,Nucleus
JMJD4,Cytoplasm
RANBP2,Nucleus
RGMB,Cell membrane
ZNF675,Nucleus
RAB1B,Cytoplasm
SAMD4A,Cytoplasm
OR2AK2,Cell membrane
TRIM50,Cytoplasm
OR1N1,Cell membrane
RBM45,Cytoplasm
RABEPK,Cytoplasm
C10orf71,Cytoplasm
PTPN21,Cytoplasm
CEP97,Cytoplasm
PCDHB5,Cell membrane
NUDT21,Nucleus
SIPA1,Nucleus
ZIK1,Nucleus
MEOX2,Nucleus
TIGD5,Nucleus
GRHL2,Nucleus
GRIK4,Cell membrane
IRF4,Nucleus
H2BC18,Nucleus
SAAL1,Nucleus
POU2AF1,Nucleus
DYNC1LI1,Cytoplasm
RPL39L,Cytoplasm
TCF7,Nucleus
SOX21,Nucleus
BARX2,Nucleus
RPL17,Cytoplasm
EPB41L4B,Cytoplasm
SEM1,Nucleus
HCAR1,Cell membrane
OR8D4,Cell membrane
RASGRF2,Cytoplasm
RABAC1,Cell membrane
AEBP2,Nucleus
ZNF775,Nucleus
ZBTB46,Nucleus
GSTCD,Cytoplasm
SNURF,Nucleus
PCDHGB3,Cell membrane
MED10,Nucleus
CNTN2,Cell membrane
HCRTR1,Cell membrane
OR6K3,Cell membrane
ZNF436,Nucleus
HNRNPH3,Nucleus
ADAP1,Nucleus
PSMA1,Cytoplasm
E2F2,Nucleus
RBPMS,Nucleus
OPTN,Cytoplasm
SULT2B1,Cytoplasm
MUC4,Cell membrane
ZNF85,Nucleus
OR2A2,Cell membrane
KLF5,Nucleus
OR4L1,Cell membrane
NCKAP1,Cell membrane
XPO5,Nucleus
MERTK,Cell membrane
PSMC1,Cytoplasm
KPNA1,Cytoplasm
RNF40,Nucleus
RANBP3L,Nucleus
OR4K15,Cell membrane
BACE1,Cell membrane
TEF,Nucleus
RBM28,Nucleus
RASSF1,Nucleus
NANOGP8,Nucleus
ELOC,Nucleus
CCDC57,Cytoplasm
DNAI3,Cytoplasm
WWP1,Cytoplasm
TAFAZZIN,Cytoplasm
CEP152,Cytoplasm
ALDOB,Cytoplasm
RAB5A,Cell membrane
ZNF836,Nucleus
ABCE1,Cytoplasm
TRIM31,Cytoplasm
WT1,Nucleus
SRSF9,Nucleus
OR6P1,Cell membrane
SYF2,Nucleus
MYO1E,Cytoplasm
CYBA,Cell membrane
GRIK1,Cell membrane
LPIN2,Nucleus
MYB,Nucleus
ZNF83,Nucleus
BEST4,Cell membrane
OR8K5,Cell membrane
POLR3B,Nucleus
CREBRF,Nucleus
ATAD2,Nucleus
FXR1,Cytoplasm
FOXC1,Nucleus
CFAP157,Cytoplasm
CCT6A,Cytoplasm
TRIM41,Cytoplasm
INSC,Cytoplasm
TRA2B,Nucleus
SRMS,Cytoplasm
VDR,Nucleus
TAS2R16,Cell membrane
XAB2,Nucleus
GRB10,Cytoplasm
E4F1,Nucleus
THOC2,Nucleus
ABHD14B,Cytoplasm
FOXL1,Nucleus
NOP2,Nucleus
NDOR1,Cytoplasm
CFAP144,Cytoplasm
TOB1,Cytoplasm
PANX2,Cell membrane
GLE1,Cytoplasm
TRIM9,Cytoplasm
KBTBD13,Cytoplasm
MPP2,Cytoplasm
CHD6,Nucleus
RND1,Cell membrane
NUSAP1,Cytoplasm
SRXN1,Cytoplasm
MKLN1,Cytoplasm
CRTC2,Cytoplasm
ZNF10,Nucleus
CSNK1G3,Cytoplasm
CBX1,Nucleus
ARHGAP45,Cytoplasm
PCDHGA11,Cell membrane
MAPK7,Cytoplasm
SELENOM,Cytoplasm
MECP2,Nucleus
ZMYM5,Nucleus
KCNA3,Cell membrane
CBR3,Cytoplasm
MAP3K12,Cytoplasm
NALF1,Cell membrane
PABIR1,Nucleus
NGDN,Nucleus
CEP44,Cytoplasm
HSFY1,Nucleus
BIN2,Cytoplasm
NPFFR2,Cell membrane
CYFIP2,Cytoplasm
RIPK1,Cytoplasm
ZFAND6,Cytoplasm
MTMR6,Cytoplasm
ZNF516,Nucleus
KCNIP2,Cell membrane
ANP32E,Cytoplasm
RPL4,Cytoplasm
ZNF546,Nucleus
GTSF1,Cytoplasm
PTPN18,Nucleus
TRMT112,Nucleus
OPALIN,Cell membrane
DSG3,Cell membrane
OR10S1,Cell membrane
MRO,Nucleus
DIRAS3,Cell membrane
CABCOCO1,Cytoplasm
SLC1A3,Cell membrane
OR8D1,Cell membrane
OR51E2,Cell membrane
LTK,Cell membrane
PLAGL2,Nucleus
MZF1,Nucleus
RAB3B,Cell membrane
TBX15,Nucleus
GBX2,Nucleus
GNAT3,Cytoplasm
SETBP1,Nucleus
ZBTB38,Nucleus
STAT2,Cytoplasm
PSMA3,Cytoplasm
NMRAL1,Cytoplasm
RP9,Nucleus
CPSF6,Nucleus
TFDP1,Nucleus
NELFCD,Nucleus
PRKD3,Cytoplasm
DAGLB,Cell membrane
SLC44A1,Cell membrane
CIT,Cytoplasm
PDCL3,Cytoplasm
WASF3,Cytoplasm
SLC2A2,Cell membrane
EPHB3,Cell membrane
EIF1,Cytoplasm
ELP3,Cytoplasm
RXRG,Nucleus
CDKL3,Cytoplasm
ZNF300,Nucleus
TFDP2,Nucleus
PVRIG,Cell membrane
CDC14A,Nucleus
NANOG,Nucleus
MYF5,Nucleus
PDCD2,Nucleus
ZNF239,Nucleus
GPR101,Cell membrane
CAPZA1,Cytoplasm
HOXC13,Nucleus
IRAK4,Cytoplasm
CNOT8,Cytoplasm
LIMS3,Cytoplasm
TMEM102,Cell membrane
PSIP1,Nucleus
NAA35,Cytoplasm
XRRA1,Cytoplasm
BTBD18,Nucleus
TRPM3,Cell membrane
OR5T1,Cell membrane
TYRO3,Cell membrane
ZNF343,Nucleus
SDK2,Cell membrane
BARD1,Nucleus
SLC30A1,Cell membrane
FCGR2A,Cell membrane
DNAAF6,Cytoplasm
CHM,Cytoplasm
NCKAP5L,Cytoplasm
OR1L1,Cell membrane
ZNF335,Nucleus
CELF4,Nucleus
KIF19,Cytoplasm
ICE1,Nucleus
PPP2R5A,Cytoplasm
RAD54B,Nucleus
MTMR3,Cytoplasm
CARHSP1,Cytoplasm
ZBTB47,Nucleus
ZNF879,Nucleus
SLC39A8,Cell membrane
DTX3L,Cytoplasm
OR52E2,Cell membrane
NCOA3,Cytoplasm
IFITM2,Cell membrane
LZTS2,Cytoplasm
KLF8,Nucleus
NF1,Nucleus
SH3PXD2A,Cytoplasm
TBX5,Nucleus
FBXL13,Cytoplasm
ETF1,Cytoplasm
NTSR1,Cell membrane
CCDC78,Cytoplasm
RAB33A,Cell membrane
SASH1,Cytoplasm
NCOR1,Nucleus
PTPN22,Cytoplasm
LRRC7,Cytoplasm
PARP12,Nucleus
RELL2,Cell membrane
ZNF547,Nucleus
TRIM3,Cytoplasm
KALRN,Cytoplasm
RNF216,Cytoplasm
TP73,Nucleus
SLC6A1,Cell membrane
UBN1,Nucleus
GRIN2B,Cell membrane
DRG2,Nucleus
KDM8,Nucleus
SCNN1D,Cell membrane
PAQR8,Cell membrane
OR13H1,Cell membrane
PCMTD2,Cytoplasm
PICALM,Cell membrane
HDAC10,Cytoplasm
ANP32A,Nucleus
RNF111,Nucleus
LOXL3,Cytoplasm
LRRC8A,Cell membrane
RAD21L1,Nucleus
DNAJC5,Cytoplasm
SMC5,Nucleus
RAD51D,Nucleus
CIB1,Cytoplasm
OR6N1,Cell membrane
FXN,Cytoplasm
ZEB1,Nucleus
TOM1,Cytoplasm
ISYNA1,Cytoplasm
ZNF197,Nucleus
MED17,Nucleus
CLEC11A,Cytoplasm
PCDHGB1,Cell membrane
ARNT,Nucleus
ZNF454,Nucleus
CLNK,Cytoplasm
AHSA1,Cytoplasm
AK9,Cytoplasm
FAM53B,Nucleus
